2025-09-07 22:16:18,695 | INFO | CART | ADD | 307 | /add/10 | 
2025-09-07 23:10:03,040 | INFO | CART | ADD | 679 | /add/2 | 
2025-09-07 23:10:05,741 | INFO | PAYMENT | SUCCESS | 111 | /checkout | 
2025-09-07 23:10:07,568 | INFO | PAYMENT | SUCCESS | 120 | /checkout | 
2025-09-07 23:10:08,219 | INFO | PAYMENT | SUCCESS | 353 | /checkout | 
2025-09-07 23:10:10,347 | INFO | CART | ADD | 215 | /add/6 | 
2025-09-07 23:10:11,558 | INFO | PAYMENT | SUCCESS | 72 | /checkout | 
2025-09-07 23:10:12,765 | INFO | PAYMENT | SUCCESS | 97 | /checkout | 
2025-09-07 23:10:14,395 | INFO | PAYMENT | SUCCESS | 253 | /checkout | 
2025-09-07 23:10:17,268 | INFO | CART | ADD | 927 | /add/8 | 
2025-09-07 23:10:18,901 | INFO | CART | ADD | 249 | /add/5 | 
2025-09-07 23:10:20,030 | INFO | PAYMENT | SUCCESS | 594 | /checkout | 
2025-09-07 23:10:20,932 | INFO | PAYMENT | SUCCESS | 625 | /checkout | 
2025-09-07 23:10:23,475 | INFO | PAYMENT | SUCCESS | 473 | /checkout | 
2025-09-07 23:10:24,029 | INFO | PAYMENT | SUCCESS | 147 | /checkout | 
2025-09-07 23:10:25,904 | INFO | PAYMENT | FAILED | 477 | /checkout | Transaction declined
2025-09-07 23:10:27,824 | INFO | CART | ADD | 784 | /add/5 | 
2025-09-07 23:10:30,248 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 23:10:32,126 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:10:34,624 | INFO | PAYMENT | SUCCESS | 468 | /checkout | 
2025-09-07 23:10:35,404 | INFO | CART | ADD | 709 | /add/3 | 
2025-09-07 23:10:38,339 | INFO | PAYMENT | FAILED | 489 | /checkout | Transaction declined
2025-09-07 23:10:39,686 | INFO | PAYMENT | SUCCESS | 132 | /checkout | 
2025-09-07 23:10:42,562 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:10:45,458 | INFO | PAYMENT | SUCCESS | 417 | /checkout | 
2025-09-07 23:10:46,155 | INFO | PAYMENT | SUCCESS | 522 | /checkout | 
2025-09-07 23:10:47,257 | INFO | CART | ADD | 493 | /add/6 | 
2025-09-07 23:10:49,469 | INFO | PAYMENT | FAILED | 574 | /checkout | Transaction declined
2025-09-07 23:10:50,472 | INFO | PAYMENT | SUCCESS | 654 | /checkout | 
2025-09-07 23:10:51,317 | INFO | PAYMENT | SUCCESS | 401 | /checkout | 
2025-09-07 23:10:53,435 | INFO | PAYMENT | SUCCESS | 470 | /checkout | 
2025-09-07 23:10:54,760 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:10:56,286 | INFO | PAYMENT | FAILED | 314 | /checkout | Transaction declined
2025-09-07 23:10:58,412 | INFO | CART | ADD | 993 | /add/6 | 
2025-09-07 23:11:00,824 | INFO | PAYMENT | SUCCESS | 141 | /checkout | 
2025-09-07 23:11:01,326 | INFO | PAYMENT | SUCCESS | 906 | /checkout | 
2025-09-07 23:11:03,712 | INFO | CART | ADD | 513 | /add/5 | 
2025-09-07 23:11:06,196 | INFO | PAYMENT | FAILED | 536 | /checkout | Transaction declined
2025-09-07 23:11:07,411 | INFO | PAYMENT | FAILED | 595 | /checkout | Transaction declined
2025-09-07 23:11:08,928 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 23:11:11,765 | INFO | PAYMENT | SUCCESS | 618 | /checkout | 
2025-09-07 23:11:13,013 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:11:14,394 | INFO | PAYMENT | FAILED | 971 | /checkout | Transaction declined
2025-09-07 23:11:15,406 | INFO | PAYMENT | SUCCESS | 466 | /checkout | 
2025-09-07 23:11:16,280 | INFO | CART | ADD | 272 | /add/10 | 
2025-09-07 23:11:17,833 | INFO | CART | ADD | 939 | /add/7 | 
2025-09-07 23:11:20,606 | INFO | PAYMENT | FAILED | 888 | /checkout | Transaction declined
2025-09-07 23:11:22,058 | INFO | PAYMENT | SUCCESS | 793 | /checkout | 
2025-09-07 23:11:23,716 | INFO | PAYMENT | SUCCESS | 190 | /checkout | 
2025-09-07 23:11:26,371 | INFO | CART | ADD | 812 | /add/6 | 
2025-09-07 23:11:27,441 | INFO | CART | ADD | 549 | /add/6 | 
2025-09-07 23:11:28,060 | INFO | PAYMENT | SUCCESS | 169 | /checkout | 
2025-09-07 23:11:28,971 | INFO | PAYMENT | SUCCESS | 778 | /checkout | 
2025-09-07 23:11:31,108 | INFO | PAYMENT | FAILED | 345 | /checkout | Transaction declined
2025-09-07 23:11:33,116 | INFO | PAYMENT | SUCCESS | 939 | /checkout | 
2025-09-07 23:11:35,952 | INFO | PAYMENT | SUCCESS | 389 | /checkout | 
2025-09-07 23:11:37,933 | INFO | PAYMENT | SUCCESS | 107 | /checkout | 
2025-09-07 23:11:40,667 | INFO | PAYMENT | FAILED | 614 | /checkout | Transaction declined
2025-09-07 23:11:41,233 | INFO | PAYMENT | FAILED | 228 | /checkout | Transaction declined
2025-09-07 23:11:42,199 | INFO | PAYMENT | SUCCESS | 871 | /checkout | 
2025-09-07 23:11:45,137 | INFO | PAYMENT | SUCCESS | 298 | /checkout | 
2025-09-07 23:11:46,736 | INFO | PAYMENT | FAILED | 765 | /checkout | Transaction declined
2025-09-07 23:11:48,856 | INFO | CART | ADD | 867 | /add/5 | 
2025-09-07 23:11:51,698 | INFO | PAYMENT | FAILED | 662 | /checkout | Transaction declined
2025-09-07 23:11:54,369 | INFO | PAYMENT | FAILED | 476 | /checkout | Transaction declined
2025-09-07 23:11:55,169 | INFO | PAYMENT | FAILED | 280 | /checkout | Transaction declined
2025-09-07 23:11:57,777 | INFO | PAYMENT | SUCCESS | 268 | /checkout | 
2025-09-07 23:11:59,815 | INFO | CART | ADD | 432 | /add/10 | 
2025-09-07 23:12:01,314 | INFO | CART | ADD | 836 | /add/7 | 
2025-09-07 23:12:02,295 | INFO | PAYMENT | FAILED | 325 | /checkout | Transaction declined
2025-09-07 23:12:03,446 | INFO | PAYMENT | FAILED | 949 | /checkout | Transaction declined
2025-09-07 23:12:04,547 | INFO | PAYMENT | SUCCESS | 578 | /checkout | 
2025-09-07 23:12:07,058 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 23:12:07,882 | INFO | CART | ADD | 267 | /add/3 | 
2025-09-07 23:12:08,651 | INFO | PAYMENT | SUCCESS | 928 | /checkout | 
2025-09-07 23:12:11,259 | INFO | PAYMENT | SUCCESS | 701 | /checkout | 
2025-09-07 23:12:12,395 | INFO | PAYMENT | SUCCESS | 120 | /checkout | 
2025-09-07 23:12:14,757 | INFO | PAYMENT | FAILED | 440 | /checkout | Transaction declined
2025-09-07 23:12:16,913 | INFO | PAYMENT | SUCCESS | 556 | /checkout | 
2025-09-07 23:12:18,988 | INFO | PAYMENT | SUCCESS | 291 | /checkout | 
2025-09-07 23:12:21,127 | INFO | PAYMENT | FAILED | 687 | /checkout | Transaction declined
2025-09-07 23:12:23,079 | INFO | CART | ADD | 822 | /add/9 | 
2025-09-07 23:12:23,808 | INFO | CART | ADD | 307 | /add/3 | 
2025-09-07 23:12:24,536 | INFO | PAYMENT | SUCCESS | 901 | /checkout | 
2025-09-07 23:12:25,377 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:12:28,348 | INFO | CART | ADD | 707 | /add/11 | 
2025-09-07 23:12:29,208 | INFO | PAYMENT | SUCCESS | 181 | /checkout | 
2025-09-07 23:12:32,001 | INFO | PAYMENT | SUCCESS | 860 | /checkout | 
2025-09-07 23:12:34,541 | INFO | CART | ADD | 457 | /add/9 | 
2025-09-07 23:12:36,286 | INFO | CART | ADD | 415 | /add/2 | 
2025-09-07 23:12:38,673 | INFO | CART | ADD | 870 | /add/1 | 
2025-09-07 23:12:39,979 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:12:41,581 | INFO | PAYMENT | FAILED | 823 | /checkout | Transaction declined
2025-09-07 23:12:44,371 | INFO | CART | ADD | 861 | /add/6 | 
2025-09-07 23:12:46,566 | INFO | PAYMENT | SUCCESS | 607 | /checkout | 
2025-09-07 23:12:47,820 | INFO | PAYMENT | SUCCESS | 872 | /checkout | 
2025-09-07 23:12:49,274 | INFO | CART | ADD | 936 | /add/8 | 
2025-09-07 23:12:51,511 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:12:54,417 | INFO | CART | ADD | 383 | /add/4 | 
2025-09-07 23:12:55,110 | INFO | PAYMENT | SUCCESS | 341 | /checkout | 
2025-09-07 23:12:56,934 | INFO | PAYMENT | SUCCESS | 285 | /checkout | 
2025-09-07 23:12:58,170 | INFO | CART | ADD | 670 | /add/3 | 
2025-09-07 23:13:00,642 | INFO | CART | ADD | 716 | /add/11 | 
2025-09-07 23:13:01,985 | INFO | PAYMENT | SUCCESS | 957 | /checkout | 
2025-09-07 23:13:03,344 | INFO | PAYMENT | SUCCESS | 655 | /checkout | 
2025-09-07 23:13:06,040 | INFO | CART | ADD | 657 | /add/1 | 
2025-09-07 23:13:06,673 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 23:13:08,098 | INFO | CART | ADD | 479 | /add/5 | 
2025-09-07 23:13:09,939 | INFO | CART | ADD | 826 | /add/4 | 
2025-09-07 23:13:10,986 | INFO | CART | ADD | 745 | /add/2 | 
2025-09-07 23:13:12,311 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:13:13,393 | INFO | PAYMENT | FAILED | 544 | /checkout | Transaction declined
2025-09-07 23:13:15,065 | INFO | PAYMENT | SUCCESS | 118 | /checkout | 
2025-09-07 23:13:17,282 | INFO | PAYMENT | FAILED | 586 | /checkout | Transaction declined
2025-09-07 23:13:17,825 | INFO | PAYMENT | FAILED | 307 | /checkout | Transaction declined
2025-09-07 23:13:20,602 | INFO | PAYMENT | SUCCESS | 303 | /checkout | 
2025-09-07 23:13:22,829 | INFO | PAYMENT | SUCCESS | 751 | /checkout | 
2025-09-07 23:13:24,013 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 23:13:24,780 | INFO | PAYMENT | SUCCESS | 550 | /checkout | 
2025-09-07 23:13:27,555 | INFO | PAYMENT | FAILED | 605 | /checkout | Transaction declined
2025-09-07 23:13:28,606 | INFO | PAYMENT | SUCCESS | 709 | /checkout | 
2025-09-07 23:13:31,250 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:13:33,122 | INFO | PAYMENT | SUCCESS | 133 | /checkout | 
2025-09-07 23:13:34,282 | INFO | CART | ADD | 464 | /add/8 | 
2025-09-07 23:13:36,883 | INFO | PAYMENT | SUCCESS | 669 | /checkout | 
2025-09-07 23:13:37,497 | INFO | PAYMENT | SUCCESS | 813 | /checkout | 
2025-09-07 23:13:38,267 | INFO | PAYMENT | FAILED | 543 | /checkout | Transaction declined
2025-09-07 23:13:39,113 | INFO | PAYMENT | SUCCESS | 607 | /checkout | 
2025-09-07 23:13:40,697 | INFO | PAYMENT | SUCCESS | 177 | /checkout | 
2025-09-07 23:13:42,107 | INFO | PAYMENT | SUCCESS | 142 | /checkout | 
2025-09-07 23:13:43,979 | INFO | PAYMENT | SUCCESS | 787 | /checkout | 
2025-09-07 23:13:45,689 | INFO | PAYMENT | SUCCESS | 234 | /checkout | 
2025-09-07 23:13:47,876 | INFO | PAYMENT | SUCCESS | 736 | /checkout | 
2025-09-07 23:13:49,111 | INFO | PAYMENT | SUCCESS | 851 | /checkout | 
2025-09-07 23:13:50,621 | INFO | CART | ADD | 319 | /add/10 | 
2025-09-07 23:13:51,179 | INFO | PAYMENT | SUCCESS | 153 | /checkout | 
2025-09-07 23:13:52,799 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 23:13:55,291 | INFO | PAYMENT | FAILED | 823 | /checkout | Transaction declined
2025-09-07 23:13:56,303 | INFO | PAYMENT | FAILED | 213 | /checkout | Transaction declined
2025-09-07 23:13:57,724 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:13:59,281 | INFO | PAYMENT | FAILED | 245 | /checkout | Transaction declined
2025-09-07 23:14:00,481 | INFO | PAYMENT | SUCCESS | 104 | /checkout | 
2025-09-07 23:14:08,465 | INFO | PAYMENT | FAILED | 176 | /checkout | Transaction declined
2025-09-07 23:14:09,330 | INFO | PAYMENT | SUCCESS | 946 | /checkout | 
2025-09-07 23:14:10,876 | INFO | PAYMENT | SUCCESS | 968 | /checkout | 
2025-09-07 23:14:11,779 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:14:12,642 | INFO | PAYMENT | FAILED | 922 | /checkout | Transaction declined
2025-09-07 23:14:14,110 | INFO | PAYMENT | SUCCESS | 362 | /checkout | 
2025-09-07 23:14:15,541 | INFO | PAYMENT | FAILED | 247 | /checkout | Transaction declined
2025-09-07 23:14:17,233 | INFO | PAYMENT | SUCCESS | 494 | /checkout | 
2025-09-07 23:14:17,805 | INFO | PAYMENT | SUCCESS | 237 | /checkout | 
2025-09-07 23:14:19,386 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:14:22,256 | INFO | PAYMENT | SUCCESS | 58 | /checkout | 
2025-09-07 23:14:23,152 | INFO | PAYMENT | FAILED | 467 | /checkout | Transaction declined
2025-09-07 23:14:24,283 | INFO | PAYMENT | FAILED | 975 | /checkout | Transaction declined
2025-09-07 23:14:27,204 | INFO | PAYMENT | SUCCESS | 281 | /checkout | 
2025-09-07 23:14:28,819 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:14:30,923 | INFO | CART | ADD | 754 | /add/1 | 
2025-09-07 23:14:32,232 | INFO | PAYMENT | FAILED | 764 | /checkout | Transaction declined
2025-09-07 23:14:34,459 | INFO | CART | ADD | 968 | /add/10 | 
2025-09-07 23:14:35,855 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 23:14:38,275 | INFO | PAYMENT | SUCCESS | 374 | /checkout | 
2025-09-07 23:14:40,268 | INFO | PAYMENT | SUCCESS | 777 | /checkout | 
2025-09-07 23:14:42,185 | INFO | PAYMENT | SUCCESS | 232 | /checkout | 
2025-09-07 23:14:42,941 | INFO | PAYMENT | FAILED | 438 | /checkout | Transaction declined
2025-09-07 23:14:44,723 | INFO | PAYMENT | FAILED | 869 | /checkout | Transaction declined
2025-09-07 23:14:46,577 | INFO | PAYMENT | SUCCESS | 815 | /checkout | 
2025-09-07 23:14:49,077 | INFO | CART | ADD | 997 | /add/10 | 
2025-09-07 23:14:50,011 | INFO | PAYMENT | SUCCESS | 117 | /checkout | 
2025-09-07 23:14:52,824 | INFO | PAYMENT | SUCCESS | 334 | /checkout | 
2025-09-07 23:14:55,768 | INFO | CART | ADD | 866 | /add/4 | 
2025-09-07 23:14:58,650 | INFO | PAYMENT | FAILED | 627 | /checkout | Transaction declined
2025-09-07 23:14:59,640 | INFO | PAYMENT | SUCCESS | 477 | /checkout | 
2025-09-07 23:15:01,452 | INFO | PAYMENT | FAILED | 317 | /checkout | Transaction declined
2025-09-07 23:15:03,116 | INFO | PAYMENT | FAILED | 477 | /checkout | Transaction declined
2025-09-07 23:15:04,813 | INFO | CART | ADD | 473 | /add/3 | 
2025-09-07 23:15:07,371 | INFO | PAYMENT | SUCCESS | 718 | /checkout | 
2025-09-07 23:15:09,235 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:15:11,433 | INFO | PAYMENT | SUCCESS | 426 | /checkout | 
2025-09-07 23:15:14,371 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:15:15,245 | INFO | PAYMENT | SUCCESS | 380 | /checkout | 
2025-09-07 23:15:18,053 | INFO | PAYMENT | SUCCESS | 917 | /checkout | 
2025-09-07 23:15:19,718 | INFO | PAYMENT | SUCCESS | 603 | /checkout | 
2025-09-07 23:15:20,715 | INFO | PAYMENT | SUCCESS | 805 | /checkout | 
2025-09-07 23:15:22,839 | INFO | PAYMENT | SUCCESS | 70 | /checkout | 
2025-09-07 23:15:24,991 | INFO | PAYMENT | SUCCESS | 507 | /checkout | 
2025-09-07 23:15:26,006 | INFO | CART | ADD | 370 | /add/6 | 
2025-09-07 23:15:27,018 | INFO | PAYMENT | FAILED | 346 | /checkout | Transaction declined
2025-09-07 23:15:28,201 | INFO | PAYMENT | SUCCESS | 535 | /checkout | 
2025-09-07 23:15:30,265 | INFO | PAYMENT | SUCCESS | 475 | /checkout | 
2025-09-07 23:15:31,718 | INFO | PAYMENT | FAILED | 126 | /checkout | Transaction declined
2025-09-07 23:15:32,671 | INFO | PAYMENT | SUCCESS | 673 | /checkout | 
2025-09-07 23:15:35,528 | INFO | PAYMENT | SUCCESS | 657 | /checkout | 
2025-09-07 23:15:36,661 | INFO | PAYMENT | SUCCESS | 397 | /checkout | 
2025-09-07 23:15:39,025 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:15:40,517 | INFO | PAYMENT | SUCCESS | 620 | /checkout | 
2025-09-07 23:15:42,857 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:15:43,559 | INFO | PAYMENT | SUCCESS | 796 | /checkout | 
2025-09-07 23:15:45,988 | INFO | CART | ADD | 223 | /add/2 | 
2025-09-07 23:15:48,662 | INFO | PAYMENT | SUCCESS | 900 | /checkout | 
2025-09-07 23:15:51,114 | INFO | CART | ADD | 727 | /add/11 | 
2025-09-07 23:15:52,645 | INFO | PAYMENT | FAILED | 310 | /checkout | Transaction declined
2025-09-07 23:15:55,619 | INFO | PAYMENT | SUCCESS | 452 | /checkout | 
2025-09-07 23:15:58,192 | INFO | PAYMENT | FAILED | 965 | /checkout | Transaction declined
2025-09-07 23:16:00,221 | INFO | PAYMENT | SUCCESS | 661 | /checkout | 
2025-09-07 23:16:01,208 | INFO | PAYMENT | SUCCESS | 985 | /checkout | 
2025-09-07 23:16:03,788 | INFO | CART | ADD | 569 | /add/10 | 
2025-09-07 23:16:04,329 | INFO | CART | ADD | 671 | /add/6 | 
2025-09-07 23:16:05,764 | INFO | PAYMENT | SUCCESS | 114 | /checkout | 
2025-09-07 23:16:07,288 | INFO | PAYMENT | SUCCESS | 786 | /checkout | 
2025-09-07 23:16:08,176 | INFO | PAYMENT | FAILED | 51 | /checkout | Transaction declined
2025-09-07 23:16:10,419 | INFO | PAYMENT | SUCCESS | 346 | /checkout | 
2025-09-07 23:16:12,808 | INFO | PAYMENT | FAILED | 229 | /checkout | Transaction declined
2025-09-07 23:16:14,012 | INFO | CART | ADD | 426 | /add/3 | 
2025-09-07 23:16:14,813 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 23:16:16,547 | INFO | PAYMENT | FAILED | 636 | /checkout | Transaction declined
2025-09-07 23:16:17,708 | INFO | PAYMENT | SUCCESS | 435 | /checkout | 
2025-09-07 23:16:18,828 | INFO | CART | ADD | 947 | /add/3 | 
2025-09-07 23:16:20,476 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 23:16:21,343 | INFO | PAYMENT | SUCCESS | 210 | /checkout | 
2025-09-07 23:16:23,163 | INFO | CART | ADD | 349 | /add/6 | 
2025-09-07 23:16:24,619 | INFO | PAYMENT | SUCCESS | 683 | /checkout | 
2025-09-07 23:16:25,565 | INFO | PAYMENT | SUCCESS | 809 | /checkout | 
2025-09-07 23:16:26,655 | INFO | PAYMENT | SUCCESS | 829 | /checkout | 
2025-09-07 23:16:28,296 | INFO | PAYMENT | SUCCESS | 465 | /checkout | 
2025-09-07 23:16:29,227 | INFO | PAYMENT | FAILED | 880 | /checkout | Transaction declined
2025-09-07 23:16:31,931 | INFO | CART | ADD | 649 | /add/11 | 
2025-09-07 23:16:33,093 | INFO | PAYMENT | SUCCESS | 744 | /checkout | 
2025-09-07 23:16:34,584 | INFO | CART | ADD | 561 | /add/3 | 
2025-09-07 23:16:36,425 | INFO | PAYMENT | SUCCESS | 259 | /checkout | 
2025-09-07 23:16:37,461 | INFO | CART | ADD | 608 | /add/2 | 
2025-09-07 23:16:38,024 | INFO | CART | ADD | 613 | /add/6 | 
2025-09-07 23:16:40,472 | INFO | CART | ADD | 558 | /add/8 | 
2025-09-07 23:16:41,975 | INFO | PAYMENT | FAILED | 995 | /checkout | Transaction declined
2025-09-07 23:16:43,266 | INFO | CART | ADD | 962 | /add/3 | 
2025-09-07 23:16:44,095 | INFO | CART | ADD | 524 | /add/8 | 
2025-09-07 23:16:45,428 | INFO | PAYMENT | FAILED | 741 | /checkout | Transaction declined
2025-09-07 23:16:47,062 | INFO | PAYMENT | FAILED | 700 | /checkout | Transaction declined
2025-09-07 23:16:47,989 | INFO | PAYMENT | FAILED | 641 | /checkout | Transaction declined
2025-09-07 23:16:49,861 | INFO | PAYMENT | FAILED | 971 | /checkout | Transaction declined
2025-09-07 23:16:51,258 | INFO | PAYMENT | SUCCESS | 80 | /checkout | 
2025-09-07 23:16:53,505 | INFO | PAYMENT | SUCCESS | 259 | /checkout | 
2025-09-07 23:16:54,195 | INFO | CART | ADD | 644 | /add/1 | 
2025-09-07 23:16:56,343 | INFO | PAYMENT | SUCCESS | 704 | /checkout | 
2025-09-07 23:16:57,397 | INFO | PAYMENT | SUCCESS | 479 | /checkout | 
2025-09-07 23:16:58,046 | INFO | PAYMENT | SUCCESS | 232 | /checkout | 
2025-09-07 23:16:59,724 | INFO | PAYMENT | FAILED | 976 | /checkout | Transaction declined
2025-09-07 23:17:01,048 | INFO | PAYMENT | SUCCESS | 625 | /checkout | 
2025-09-07 23:17:02,466 | INFO | CART | ADD | 571 | /add/3 | 
2025-09-07 23:17:03,122 | INFO | PAYMENT | SUCCESS | 159 | /checkout | 
2025-09-07 23:17:04,192 | INFO | CART | ADD | 542 | /add/8 | 
2025-09-07 23:17:06,054 | INFO | PAYMENT | SUCCESS | 510 | /checkout | 
2025-09-07 23:17:07,537 | INFO | PAYMENT | SUCCESS | 978 | /checkout | 
2025-09-07 23:17:09,038 | INFO | PAYMENT | FAILED | 867 | /checkout | Transaction declined
2025-09-07 23:17:09,582 | INFO | PAYMENT | SUCCESS | 911 | /checkout | 
2025-09-07 23:17:10,344 | INFO | PAYMENT | SUCCESS | 415 | /checkout | 
2025-09-07 23:17:12,334 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:17:15,185 | INFO | PAYMENT | FAILED | 922 | /checkout | Transaction declined
2025-09-07 23:17:16,965 | INFO | PAYMENT | FAILED | 661 | /checkout | Transaction declined
2025-09-07 23:17:18,793 | INFO | PAYMENT | FAILED | 571 | /checkout | Transaction declined
2025-09-07 23:17:19,676 | INFO | PAYMENT | SUCCESS | 859 | /checkout | 
2025-09-07 23:17:22,586 | INFO | PAYMENT | SUCCESS | 125 | /checkout | 
2025-09-07 23:17:25,441 | INFO | PAYMENT | SUCCESS | 670 | /checkout | 
2025-09-07 23:17:26,484 | INFO | PAYMENT | FAILED | 229 | /checkout | Transaction declined
2025-09-07 23:17:28,178 | INFO | PAYMENT | SUCCESS | 459 | /checkout | 
2025-09-07 23:17:29,345 | INFO | PAYMENT | SUCCESS | 824 | /checkout | 
2025-09-07 23:17:31,438 | INFO | PAYMENT | SUCCESS | 131 | /checkout | 
2025-09-07 23:17:34,262 | INFO | PAYMENT | FAILED | 478 | /checkout | Transaction declined
2025-09-07 23:17:35,506 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 23:17:37,587 | INFO | PAYMENT | SUCCESS | 466 | /checkout | 
2025-09-07 23:17:39,415 | INFO | PAYMENT | FAILED | 111 | /checkout | Transaction declined
2025-09-07 23:17:40,397 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 23:17:43,194 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 23:17:44,249 | INFO | CART | ADD | 651 | /add/7 | 
2025-09-07 23:17:44,854 | INFO | PAYMENT | SUCCESS | 296 | /checkout | 
2025-09-07 23:17:47,755 | INFO | CART | ADD | 609 | /add/10 | 
2025-09-07 23:17:50,463 | INFO | PAYMENT | SUCCESS | 910 | /checkout | 
2025-09-07 23:17:52,951 | INFO | PAYMENT | SUCCESS | 196 | /checkout | 
2025-09-07 23:17:53,567 | INFO | CART | ADD | 883 | /add/9 | 
2025-09-07 23:17:54,901 | INFO | PAYMENT | FAILED | 116 | /checkout | Transaction declined
2025-09-07 23:17:56,696 | INFO | PAYMENT | FAILED | 938 | /checkout | Transaction declined
2025-09-07 23:17:59,343 | INFO | CART | ADD | 622 | /add/7 | 
2025-09-07 23:18:00,321 | INFO | PAYMENT | SUCCESS | 989 | /checkout | 
2025-09-07 23:18:02,189 | INFO | PAYMENT | FAILED | 855 | /checkout | Transaction declined
2025-09-07 23:18:04,122 | INFO | PAYMENT | SUCCESS | 322 | /checkout | 
2025-09-07 23:18:04,679 | INFO | CART | ADD | 729 | /add/8 | 
2025-09-07 23:18:06,887 | INFO | PAYMENT | FAILED | 53 | /checkout | Transaction declined
2025-09-07 23:18:09,016 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:18:10,044 | INFO | PAYMENT | FAILED | 919 | /checkout | Transaction declined
2025-09-07 23:18:12,380 | INFO | PAYMENT | SUCCESS | 163 | /checkout | 
2025-09-07 23:18:14,515 | INFO | CART | ADD | 389 | /add/3 | 
2025-09-07 23:18:15,408 | INFO | PAYMENT | SUCCESS | 653 | /checkout | 
2025-09-07 23:18:17,281 | INFO | PAYMENT | FAILED | 430 | /checkout | Transaction declined
2025-09-07 23:18:19,892 | INFO | CART | ADD | 888 | /add/10 | 
2025-09-07 23:18:21,135 | INFO | CART | ADD | 556 | /add/7 | 
2025-09-07 23:18:23,366 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 23:18:24,171 | INFO | PAYMENT | SUCCESS | 116 | /checkout | 
2025-09-07 23:18:27,135 | INFO | PAYMENT | FAILED | 532 | /checkout | Transaction declined
2025-09-07 23:18:28,063 | INFO | PAYMENT | SUCCESS | 786 | /checkout | 
2025-09-07 23:18:30,766 | INFO | CART | ADD | 643 | /add/7 | 
2025-09-07 23:18:31,877 | INFO | PAYMENT | FAILED | 301 | /checkout | Transaction declined
2025-09-07 23:18:33,679 | INFO | PAYMENT | SUCCESS | 644 | /checkout | 
2025-09-07 23:18:36,579 | INFO | CART | ADD | 362 | /add/7 | 
2025-09-07 23:18:37,841 | INFO | PAYMENT | FAILED | 232 | /checkout | Transaction declined
2025-09-07 23:18:39,251 | INFO | PAYMENT | SUCCESS | 148 | /checkout | 
2025-09-07 23:18:39,775 | INFO | PAYMENT | SUCCESS | 461 | /checkout | 
2025-09-07 23:18:40,783 | INFO | CART | ADD | 975 | /add/4 | 
2025-09-07 23:18:43,572 | INFO | PAYMENT | FAILED | 641 | /checkout | Transaction declined
